smiles,logCMC
CCCCCCCCCCCCC(=O)NCCOCCOCCOCCOCCOCCOCCO,-0.187086643
CCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-2.015472686
CCCCCCCCCCCCOc1ccc(OCC2OC(O)C(O)C(O)C2O)cc1,0.491361694
CCCCCCCCS(=O)CCCO,1.301029996
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(C)=O,-2.235077015
CCCCCCCCc1cccc(OCCOCCOCCOCCOCCOCCOCCOCCO)c1,-0.549750892
CCCCCCCCCCCCCCCCCC(=O)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1O,-0.698970004
CCCCCOCC(O)C(O)C(O)CO,1.589949602
CC(C)CCCC(C)CCCC(C)CCOC1OC[C@H](O)[C@H](O)[C@H]1O,-2.22184875
CCCCCCCCCCCCCOCCOCCOCCOCCOCCO,-1.30980392
CCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,-1.440093375
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO,-1.675717545
CCCCCCCC/C=C\CCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,-1.499999995
CCCCCCS(=O)CCCCCO,2.255272505
CCCCCCCCCOC[C@H](O)[C@@H](O)[C@H](O)CO,0.322219295
CCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,0.813233062
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCO)cc1,-1.013228266
CCCCCCCCCCOC[C@H](O)[C@@H](O)[C@H](O)CO,-0.092051478
CCCCCCCC(=O)OCC(OCCOCCO)C1OCC(OCCOCCO)C1OCCOCCOCCO,-0.349692477
CC(C)CCCC(C)CCOC1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,0.698970004
CCCCCCCCCCCCOCCOCCOCCOCCO,-1.191789027
CCCCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-0.508638306
CC(C)CCCC(C)CCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,0.602059991
CC(C)CCCC(C)CCCC(C)CCOC1OC[C@@H](O)[C@H](O)[C@@H]1O,-1.517126416
CCCCCCCC(CC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.899820502
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,-2.0
OCCOCCOCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.681241237
CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,-0.522878745
CCCCCCCCc1cccc(OCCOCCOCCOCCOCCOCCOCCO)c1,-0.600326279
CCCCCCCCc1cccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)c1,-0.480172006
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCO)cc1,-0.823908741
CCCCCCCCCCCC(O)N(CCOCCOCCOC)CCOCCOCCOC,-0.289882635
CCCCCCCCCCS(=O)CCO,0.204119983
CCCCCCCCCCCC(=O)OCC1OC(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,-0.369572125
CCCCCCCCCCCCN(C)CC(O)OCCOCCOCCOCCO,-0.530177984
CCCCCCCCc1cccc(OCCOCCOCCOCCO)c1,-0.88941029
CCCCCCCCC=CCCCCCCCC(=O)NCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,-1.045757491
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCO)cc1,-0.602059991
OCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.447158031
CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,-2.457797218
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,-2.408935393
CCCCCCCCCCCCCC(O)CCO,-1.88941029
CCCCCCCCC=CCCCCCCCC(=O)OC1(OC2(CO)OC(CO)C(O)C2O)OC(CO)C(O)C(O)C1O,-2.292429824
CCCCCCCCCCCCC(O)CCO,-1.886056648
CCCCCC(=O)OCC(O)C(O)C(O)CO,1.782114148
CCCCCCCCCCCC(=O)OCC(O)COCC(O)COCC(O)COCC(O)CO,-1.402304814
CC(CCC(=O)N(CCCNC(=O)C(O)C(O)C(O)C(O)CO)CCCNC(=O)C(O)C(O)C(O)C(O)CO)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,0.146128036
CCCCCCCCCOCC(O)C(O)C(O)CO,0.311753861
CCCCCCCCCCCOCCO,-0.519993057
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)COCC(O)COCC(O)COCC(O)CO,-1.484126156
CCCCCCCCc1cccc(OCCOCCOCCO)c1,-1.010105436
CCCCCCS(=O)CCCCO,2.322219295
CCCCCCCCCCCCN(CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)CCN(CCCCCCCCCCCC)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO,-2.283996656
CCCCCCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,-1.300162274
CCCCCCCC(=O)NC1OC(CO)C(O)C(O)C1O,1.84509804
CCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.321184027
CCCCCCCCCCCC(O)N(CCOCCOCCOCCOC)CCOCCOCCOCCOC,-0.610833916
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCO)cc1,-0.886056648
CCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,-0.72010502
CCCCCCCCCCCCCCCCCC(=O)OCC(O)COCC(O)COCC(O)COCC(O)CO,-1.649751982
CC(C)CCCC(C)CCCC(C)CCOC1OC[C@@H](O)[C@H](O)[C@H]1O,-1.995678626
CCCCCCCCOC[C@H](O)[C@@H](O)[C@H](O)CO,0.826074803
CCCCCCCC/C=C/CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C/CCCCCCCC)C1OCC(O)C1OC(=O)CCCCCCC/C=C/CCCCCCCC,-1.943095149
CCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,1.819858798
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,-2.678815973
CCCCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,1.397940009
CC(C)CCCC(C)CCCC(C)CCOC1OC[C@@H](O)[C@@H](O)[C@@H]1O,-2.431798276
CCCCCCCCCCCC(O)N(CCO)CCO,-0.590066877
CCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.107027631
CCCCCCCC(=O)OCC(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.667452953
CCCCCCCCc1cccc(OCCO)c1,-1.30980392
CCCCCCCC(CCCCCC)SCCC(=O)OCC1(O)C(O)C(O)C(O)C1O,-2.200659451
CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCO)cc1,-0.677780705
CCCCCCCCC(=O)OC[C@H](O)[C@@H](O)[C@H](O)CO,0.255272505
CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-0.346787486
CCCCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-2.490644359
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,-2.04793441
OCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.568201724
CCCCCCCC(=O)OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.439332694
CCCCCCCCOC1OC(CO)C(O)C(O)C1N,1.381115081
CCCCCCC(CCC)OC1OC(CO)C(O)C(O)C1O,1.079181246
CCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.755874856
CCCCCCCC(=O)OCC(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.667452953
CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.278753601
CCCCCCCCCCCCCCCC(=O)NC1CCOC1=O,-3.795880017
CCCCCCCCOCCOCCOCCOCCOCCOCCO,0.997823081
CCCCCCCCCCCC(=O)N(CCO)CCO,-0.578396073
CCCCCCCCCCCCC(=O)NCCOCCOCCOCCO,-0.292429824
CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,-0.886056648
CCCCCCCCCCCCN(CCCNC(=O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)CCN(CCCCCCCCCCCC)CCCNC(=O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO,-2.420216403
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,-2.508638306
CCCCCCCCc1ccc(OCCOCCO)cc1,-1.11577123
CCCCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-1.167491087
CCCCOCC(O)C(O)C(O)CO,1.782114148
CCCCCCCCCCSC1OC(=O)C(O)C1O,-1.48148606
CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,-0.04793441
CCCCCC(=O)OC[C@H](O)[C@@H](O)[C@H](O)CO,1.0
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.112269768
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,-2.63921731
CCCCCCCCOCCOCCOCCOCCOCCO,0.959041392
CCCCCSCC(O)C(O)C(O)CO,1.662757832
CCCCCCCC(=O)OCC(O)C(O)C(O)CO,1.278753601
CCCCSCC(O)C(O)C(O)CO,2.255272505
CCCCCCCCCCCC(O)N(CCOCCOC)CCOCCOC,-0.400116928
CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,-0.8261012
CCCCCCCC(=O)OCC1OC(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,0.419955748
CCCCCCCCCCOCCOCCOCCOCCO,-0.168770306
CCCCCCCCCCCCOCCOCCOCCO,-1.281913705
CCCCCCCCCCCCCCCC(=O)OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-2.119758224
CCCCCCCCCCCCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,-0.124938737
CCCCCCCC(=O)OCC(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.667452953
CC(C)CCCC(C)CCOC1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,0.72427587
CCCCCCCCCCON(CCOCCOCCOC)CCOCCOCCOC,0.699837726
CCCCCCCC(=O)OCC(OCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCO,-0.286509457
CCCCCCCCCCCC(=O)OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,-0.022276395
CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-1.26760624
CCCCCCCCc1cccc(OCCOCCO)c1,-1.119758224
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,-0.522878745
CCCCCCCCSC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.92890769
CCCCCCCCCCCC(=O)OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0.361727836
CC(C)CCCC(C)CCCC(C)CCOC1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,-1.525783736
CCCCCCC(=O)OCC(O)C(O)C(O)CO,1.0
CCCCCCCCSC1OC(CO)C(O)C(O)C1O,0.929418926
CCCCOCCOCCOCCOCCOCCOCCO,2.889861721
CCCCCCCCOCC(O)C(O)C(O)CO,0.813247301
CCCCCCC(CCC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.100370545
CCCCC(=O)OCC(O)C(O)C(O)CO,2.089905111
CC(C)CCCC(C)CCCC(C)CCOC1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-1.473660723
CCCCCCCC(=O)OCC(OCCOCCOCCO)C1OCC(OCCOCCO)C1OCCOCCO,-0.349692477
CCCCCCCCOCCO,0.69019608
CCCCCCOCCOCCOCCOCCOCCOCCO,1.840106094
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCCCCCC3CCCCC3)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,-0.250263684
CC(C)CCCC(C)CCCC(C)CCOC1OC(CO)C(O)C(O)C1O,-1.669586227
CCCCCCCCC(O)CCO,0.36078269
CCCCCCS(=O)CCO,2.397940009
CCCCCCCCCCCCNC(C)C(O)OCCOCCOCCOCCO,-0.410050399
CCCCCCCC(=O)OCC(OCCOCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCO,-0.286509457
CCCC(=O)OC[C@H](O)[C@@H](O)[C@H](O)CO,2.079181246
CCCCOCCO,2.989894564
CCCCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,-0.688246139
CCCCCCCCS(=O)CCO,1.361727836
CCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,1.919078092
CCCCCCCCCCCCCCCC(=O)OCC1OC(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,-2.019996628
CC(CCC(=O)N(CCCNC(=O)C(O)C(O)C(O)C(O)CO)CCCNC(=O)C(O)C(O)C(O)C(O)CO)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,0.462397998
